time,open,high,low,close,volume,ma,std,upper,lower,trendline,tr,trend,up,dn,buy_signal,sell_signal,rsi,stdev,up_band,dn_band,mid_band,bulls_ma,bears_ma
2025-04-15 10:00:00,3222.46,3226.85,3221.67,3226.19,1797,49.40491258197514,3.1984539072866367,3231.150529631869,3219.9559409563662,3225.7336594045896,5.179999999999836,1,3221.5280000000002,3225.294,3226.19,,61.74016686531553,10.610804866873435,70.62652231572201,28.18330284822827,49.40491258197514,61.74016686531553,55.97652989299458
2025-04-15 10:45:00,3223.49,3224.15,3219.59,3220.15,1903,47.294577176488666,3.0416328202850615,3231.003151553146,3220.357436682148,3224.7720488548016,4.559999999999945,-1,3221.687,3224.254,,3220.15,25.428265524625488,12.646519329664208,72.58761583581708,22.00153851716025,47.29457717648866,25.428265524625488,43.364725670050845
2025-04-15 12:00:00,3220.02,3224.25,3219.45,3223.66,2298,44.844682755519145,3.512549350644438,3231.3366672459806,3219.042744518725,3223.1013347706844,4.800000000000182,1,3219.3399999999997,3221.384,3223.66,,49.97576345128401,14.179250349798853,73.20318345511686,16.48618205592144,44.844682755519145,49.97576345128401,34.6459621067575
2025-04-15 12:15:00,3223.65,3226.09,3214.18,3219.32,3021,45.76962603243941,3.6090380826325075,3231.2425813504897,3218.610948061276,3222.6811864628307,11.91000000000031,-1,3219.3399999999997,3230.0390000000007,,3219.32,43.41052631579007,13.392049305397146,72.5537246432337,18.98552742164512,45.76962603243941,43.41052631579007,36.45240318288056
2025-04-15 14:00:00,3212.98,3221.68,3212.98,3220.12,3515,42.265454390995885,4.050833720606044,3230.2954295992954,3216.1175115771744,3220.400503652208,8.699999999999818,1,3212.29,3219.166,3220.12,,52.25784212340571,11.275180983274334,64.81581635754455,19.715092424447217,42.265454390995885,52.25784212340571,44.170704602975945
2025-04-15 19:15:00,3231.77,3231.85,3226.54,3226.77,1700,60.35986393919113,4.023741762513864,3229.613018672635,3215.529922503836,3225.7876410552417,5.309999999999945,-1,3229.123,3231.549,,3226.77,63.22957198443538,12.66993866627076,85.69974127173265,35.01998660664961,60.35986393919113,63.22957198443538,73.31543536858862
2025-04-15 19:45:00,3227.82,3229.79,3226.86,3229.79,1783,61.65555560971511,4.268795202076947,3230.4980386624584,3215.557255455189,3226.436037376981,2.9299999999998363,1,3227.1530000000002,3229.4249999999997,3229.79,,64.40677966101623,12.293555959806195,86.24266752932749,37.06844369010272,61.65555560971511,64.40677966101623,70.5737210876832
2025-04-16 02:45:00,3269.27,3270.34,3266.88,3267.68,1992,84.7890623552403,17.233159898532634,3275.0042062930206,3214.6881466481564,3260.003068620261,3.4600000000000364,-1,3268.508,3270.794,,3267.68,63.17146540610154,13.353934281192275,111.49693091762485,58.08119379285576,84.7890623552403,63.17146540610154,79.32978034989272
2025-04-16 03:00:00,3267.67,3273.36,3266.22,3271.9,2222,85.07538646591226,17.597480576417652,3276.9102968910834,3215.319114873622,3261.3249498846762,7.140000000000327,1,3265.4739999999997,3270.794,3271.9,,66.12648221343895,12.855573356158683,110.78653317822963,59.364239753594894,85.07538646591226,66.12648221343895,75.06392032999551
2025-04-16 04:15:00,3279.58,3279.59,3270.89,3271.5,1777,83.25741838372463,18.766880356248514,3286.1352759175525,3220.4511946706825,3268.1779555592993,8.700000000000273,-1,3275.757,3279.3300000000004,,3271.5,52.256286600068776,14.537575288350231,112.33256896042509,54.18226780702416,83.25741838372463,52.256286600068776,69.45379255675304
2025-04-16 04:45:00,3279.17,3287.57,3276.71,3283.59,2193,80.41305028818508,18.84772924707237,3289.342055594141,3223.3750032293874,3270.975051306113,10.860000000000127,1,3273.816,3279.3300000000004,3283.59,,65.06175951600719,15.275667899953703,110.96438608809248,49.86171448827767,80.41305028818508,65.06175951600719,67.90854059921722
2025-04-16 08:15:00,3309.72,3317.68,3299.84,3299.84,4314,73.57051529676866,13.341154706825911,3303.5987854428276,3256.9047439689366,3291.4774225254487,17.83999999999969,-1,3300.4519999999998,3315.8959999999997,,3299.84,63.5830445214611,10.967325920679793,95.50516713812824,51.63586345540908,73.57051529676866,63.5830445214611,78.48589219248983
2025-04-16 08:45:00,3292.24,3309.82,3290.97,3306.91,3751,72.03667233305147,13.014645418304573,3305.430335364386,3259.87907640032,3293.2684573040583,18.850000000000364,1,3289.9449999999997,3303.554,3306.91,,64.17582417582415,11.598924207286267,95.234520747624,48.83882391847894,72.03667233305147,64.17582417582415,69.22305803890438
2025-04-16 10:00:00,3303.45,3305.94,3299.67,3299.87,2234,70.27782344111407,12.646771423951893,3310.3589088154454,3266.095208831614,3297.669074140788,6.269999999999982,-1,3300.443,3305.513,,3299.87,54.39916039881034,12.420747427892879,95.11931829689982,45.43632858532831,70.27782344111407,54.39916039881034,58.506810947566805
2025-04-16 11:30:00,3294.99,3303.62,3294.99,3302.88,2382,63.292582128017315,10.199532301957401,3311.5480050578376,3275.8496420009865,3299.336232943192,8.63000000000011,1,3295.113,3301.6569999999997,3302.88,,43.52138871667739,17.641746121599496,98.57607437121631,28.009089884818323,63.292582128017315,43.52138871667739,45.33151505052204
2025-04-16 13:30:00,3304.91,3306.5,3296.8,3298.59,3904,54.11402623633885,6.95646902657004,3312.2179384435567,3287.8702968505613,3303.1847453585196,9.699999999999818,-1,3303.308,3307.32,,3298.59,51.371061843640646,9.219853815442647,72.55373386722414,35.67431860545356,54.114026236338844,51.371061843640646,55.99083167937535
2025-04-16 13:45:00,3298.56,3316.36,3298.48,3311.54,3923,54.335089124068396,6.95168260184285,3312.8692680826366,3288.538378976187,3304.113106985351,17.88000000000011,1,3295.448,3307.32,3311.54,,68.59708193041519,9.5218588732524,73.3788068705732,35.29137137756359,54.335089124068396,68.59708193041519,55.80209436349031
2025-04-16 16:30:00,3332.07,3332.19,3321.44,3322.46,2815,60.31970873923874,8.887257155551316,3323.710347081038,3292.604947036609,3315.576731974499,10.75,-1,3325.7309999999998,3332.135,,3322.46,66.03144354454523,10.045161369129147,80.41003147749703,40.22938600098045,60.319708739238735,66.03144354454523,73.35920345305195
